symbol,breakout_date,b_vtp_-3,b_vtp_-2,b_vtp_-1,b_vtp_+0,b_vtp_+1,b_vtp_+2,b_vtp_+3,p_vtp_-3,p_vtp_-2,p_vtp_-1,p_vtp_+0,p_vtp_+1,p_vtp_+2
AGIX-USD,2024-02-27,445976534.47303134,423240255.1809281,393210043.1104059,371961133.1831955,388270586.3101659,385776537.7544707,428929331.29677737,445976534.47303134,423240255.1809281,393210043.1104059,371961133.1831955,388270586.3101659,385776537.7544707
AGIX-USD,2024-03-04,428929331.29677737,424730656.8495586,421620759.0409378,408670653.20332134,410352404.2165301,422372760.3725303,429266927.4344877,428929331.29677737,424730656.8495586,421620759.0409378,408670653.20332134,410352404.2165301,422372760.3725303
AGIX-USD,2024-06-18,111320106.31256251,104057634.52035728,120517246.4543412,135958637.89642322,152242809.60355642,177156764.7707738,169477798.4289284,111320106.31256251,104057634.52035728,120517246.4543412,135958637.89642322,152242809.60355642,177156764.7707738
AGIX-USD,2024-08-08,4895147.381335956,4702876.168607667,4021009.5173919755,3549253.711263893,3040501.0225729016,2644823.5989508694,2309890.3396903714,4895147.381335956,4702876.168607667,4021009.5173919755,3549253.711263893,3040501.0225729016,2644823.5989508694
AGIX-USD,2024-08-19,1183812.1378255934,1014607.377592192,880174.4410061765,975210.581142205,924654.3351166386,1064420.6143174428,1155329.6337633287,1183812.1378255934,1014607.377592192,880174.4410061765,975210.581142205,924654.3351166386,1064420.6143174428
AGIX-USD,2025-05-07,88826.45886227148,80756.3523415762,75223.02499031182,68293.21596508342,79533.41549733828,98655.6865672657,85804.10899684287,88826.45886227148,80756.3523415762,75223.02499031182,68293.21596508342,79533.41549733828,98655.6865672657
AIOZ-USD,2021-05-23,2469571.4965289165,2381869.114106624,2564606.9688810417,2935744.5996670253,3480672.021825487,3600652.6340413457,3540209.910620856,2469571.4965289165,2381869.114106624,2564606.9688810417,2935744.5996670253,3480672.021825487,3600652.6340413457
AIOZ-USD,2021-05-29,3540209.910620856,3347756.2005625553,3189749.849013909,2977911.758817014,2660149.262719187,2479083.216860315,2344916.9131757207,3540209.910620856,3347756.2005625553,3189749.849013909,2977911.758817014,2660149.262719187,2479083.216860315
AIOZ-USD,2021-06-10,1579869.4509190382,1600700.232698598,1642349.0698040961,1582371.7498658122,1491659.3111755317,1436149.7740162027,1476370.845219743,1579869.4509190382,1600700.232698598,1642349.0698040961,1582371.7498658122,1491659.3111755317,1436149.7740162027
AIOZ-USD,2021-07-24,3108080.13235594,3353392.72910603,3265158.3934244243,3352724.045929131,3409294.59746808,3338005.2908534817,3460402.84575562,3108080.13235594,3353392.72910603,3265158.3934244243,3352724.045929131,3409294.59746808,3338005.2908534817
AIOZ-USD,2021-08-29,4802116.268688226,4901721.857139656,4334233.838082474,3960428.445812479,3909010.389448157,5049888.473361118,5758334.85569597,4802116.268688226,4901721.857139656,4334233.838082474,3960428.445812479,3909010.389448157,5049888.473361118
AIOZ-USD,2021-10-31,3602052.9077622737,3579753.2188987522,3706964.215473744,4286007.504705017,4199566.668588327,4085936.828732857,11011176.993613813,3602052.9077622737,3579753.2188987522,3706964.215473744,4286007.504705017,4199566.668588327,4085936.828732857
AIOZ-USD,2021-11-08,10732192.33807916,9492551.137716955,8402210.813537618,7455486.695850848,6833502.21253544,7704738.166279998,7829269.409885177,10732192.33807916,9492551.137716955,8402210.813537618,7455486.695850848,6833502.21253544,7704738.166279998
AIOZ-USD,2021-11-12,6833502.21253544,7704738.166279998,7829269.409885177,8405932.989238415,7734052.749775823,9504793.193759844,11987466.768482586,6833502.21253544,7704738.166279998,7829269.409885177,8405932.989238415,7734052.749775823,9504793.193759844
AIOZ-USD,2021-11-18,11987466.768482586,11813564.197585978,11052778.832361767,10355673.645941354,9203512.299124924,9597819.4526837,9815987.422070645,11987466.768482586,11813564.197585978,11052778.832361767,10355673.645941354,9203512.299124924,9597819.4526837
AIOZ-USD,2022-03-05,5080392.5655640885,4900527.946285899,4583855.9275216805,4200615.357932573,4221428.247554648,6673179.062476136,10173230.516061429,5080392.5655640885,4900527.946285899,4583855.9275216805,4200615.357932573,4221428.247554648,6673179.062476136
AIOZ-USD,2022-03-31,14052851.54178095,13584737.666244872,15639346.548434064,15454114.63613913,14427861.755712286,12938595.378559062,18775268.327459995,14052851.54178095,13584737.666244872,15639346.548434064,15454114.63613913,14427861.755712286,12938595.378559062
AIOZ-USD,2022-05-17,9118118.547713686,8897134.897227377,9303926.80015413,9006456.02266982,8886287.19037134,8480933.861440668,22863947.212357827,9118118.547713686,8897134.897227377,9303926.80015413,9006456.02266982,8886287.19037134,8480933.861440668
AIOZ-USD,2022-07-02,8689992.65684144,8300596.073489941,7906096.196582069,7427295.216350085,6889178.282296826,6552657.099854851,37470177.05475069,8689992.65684144,8300596.073489941,7906096.196582069,7427295.216350085,6889178.282296826,6552657.099854851
AIOZ-USD,2022-11-12,13690475.237676099,12750199.13572163,11154803.069429848,9712415.26359951,8949110.132712528,8989978.040261656,55051159.884429336,13690475.237676099,12750199.13572163,11154803.069429848,9712415.26359951,8949110.132712528,8989978.040261656
AIOZ-USD,2023-11-15,62172576.24727777,61252667.96903723,54516826.60097547,48784302.10940842,58372686.04289363,60130563.56181891,62957541.55381279,62172576.24727777,61252667.96903723,54516826.60097547,48784302.10940842,58372686.04289363,60130563.56181891
AIOZ-USD,2023-11-21,62957541.55381279,128665305.87209123,140471059.83884242,128356766.73191161,113891364.55013682,107727607.74480072,104443972.02935265,62957541.55381279,128665305.87209123,140471059.83884242,128356766.73191161,113891364.55013682,107727607.74480072
AIOZ-USD,2023-11-26,107727607.74480072,104443972.02935265,94050599.83168235,82362409.99208423,79700590.08641736,72988897.16489407,99587732.87920797,107727607.74480072,104443972.02935265,94050599.83168235,82362409.99208423,79700590.08641736,72988897.16489407
AIOZ-USD,2024-02-15,10720140.78947319,10847760.551562767,11911981.395136282,12022609.49729617,21424307.283545338,20699488.93193032,21856660.98067842,10720140.78947319,10847760.551562767,11911981.395136282,12022609.49729617,21424307.283545338,20699488.93193032
AIOZ-USD,2024-02-19,21424307.283545338,20699488.93193032,21856660.98067842,23907356.454837266,24510773.12821956,26906532.34806633,32812811.25354133,21424307.283545338,20699488.93193032,21856660.98067842,23907356.454837266,24510773.12821956,26906532.34806633
AIOZ-USD,2024-03-04,25941421.466729082,25002065.01438973,23076688.763405465,23689535.895468045,24499113.399013087,25266543.76115512,34427801.065569125,25941421.466729082,25002065.01438973,23076688.763405465,23689535.895468045,24499113.399013087,25266543.76115512
AIOZ-USD,2024-03-08,24499113.399013087,25266543.76115512,34427801.065569125,45188404.97020841,63092707.396355644,63845111.36098859,59767350.640153624,24499113.399013087,25266543.76115512,34427801.065569125,45188404.97020841,63092707.396355644,63845111.36098859
AIOZ-USD,2024-11-04,15302549.10714164,14504653.13205443,14960050.843964824,14937555.49281114,15424617.31785008,19813734.362240642,25587458.30279284,15302549.10714164,14504653.13205443,14960050.843964824,14937555.49281114,15424617.31785008,19813734.362240642
AIOZ-USD,2024-11-09,19813734.362240642,25587458.30279284,27935172.017556094,27001827.94317886,27701097.2701902,32304221.41805149,50899509.912489176,19813734.362240642,25587458.30279284,27935172.017556094,27001827.94317886,27701097.2701902,32304221.41805149
AIOZ-USD,2024-11-28,35708586.87434557,33281332.967566308,31897448.699573275,33119516.02342952,33067362.99669348,40925756.031224534,54364292.286762804,35708586.87434557,33281332.967566308,31897448.699573275,33119516.02342952,33067362.99669348,40925756.031224534
AIOZ-USD,2025-01-01,32742429.915036384,33239213.36964214,34236159.025090545,33651303.011066645,36262766.22629154,38339801.72750877,43074873.29324199,32742429.915036384,33239213.36964214,34236159.025090545,33651303.011066645,36262766.22629154,38339801.72750877
AIOZ-USD,2025-04-23,62064595.82189119,60379138.52870689,70857861.65645248,83461972.39143965,80370330.24652424,83509325.88630122,92179538.51274917,62064595.82189119,60379138.52870689,70857861.65645248,83461972.39143965,80370330.24652424,83509325.88630122
AIOZ-USD,2025-05-07,53152566.244875774,57864092.67171048,56648831.786318965,54360835.092171155,61204180.36233684,71129142.79521123,76473831.81061107,53152566.244875774,57864092.67171048,56648831.786318965,54360835.092171155,61204180.36233684,71129142.79521123
AITECH-USD,2023-11-20,53706474.30528737,60335638.183880776,66239676.789256394,72120085.55983207,78232758.36663063,85238157.0680402,92417234.7384887,53706474.30528737,60335638.183880776,66239676.789256394,72120085.55983207,78232758.36663063,85238157.0680402
AITECH-USD,2024-01-01,188095282.68970454,193899804.02992892,199733371.4607272,198552587.57741314,203742320.16306835,209696710.84108657,208742568.54254398,188095282.68970454,193899804.02992892,199733371.4607272,198552587.57741314,203742320.16306835,209696710.84108657
AITECH-USD,2024-01-05,203742320.16306835,209696710.84108657,208742568.54254398,202155949.25488517,186693164.82750368,183869324.10917905,176069864.8544702,203742320.16306835,209696710.84108657,208742568.54254398,202155949.25488517,186693164.82750368,183869324.10917905
AITECH-USD,2024-01-12,186353488.5786094,186694642.78208047,182476961.50741798,178215126.11930874,169619001.3866568,162763358.71825546,153603152.9806487,186353488.5786094,186694642.78208047,182476961.50741798,178215126.11930874,169619001.3866568,162763358.71825546
AITECH-USD,2024-01-27,130979509.36225216,132069107.99081257,131277631.1728631,129617034.41397475,129303528.75947288,128172779.37308243,126884418.32096928,130979509.36225216,132069107.99081257,131277631.1728631,129617034.41397475,129303528.75947288,128172779.37308243
AITECH-USD,2024-02-14,144178746.61391643,142953047.20951182,142838375.81869322,197364589.547484,185462847.5810366,170939607.7641066,158173771.9450116,144178746.61391643,142953047.20951182,142838375.81869322,197364589.547484,185462847.5810366,170939607.7641066
AITECH-USD,2024-02-18,185462847.5810366,170939607.7641066,158173771.9450116,145475743.89588398,140417084.03050855,134141268.49682698,126797632.56684978,185462847.5810366,170939607.7641066,158173771.9450116,145475743.89588398,140417084.03050855,134141268.49682698
AITECH-USD,2024-03-06,80659085.31164643,80546530.58310352,79056674.79629134,74227724.83345942,71810521.08488181,69677633.15333636,74417439.86581817,80659085.31164643,80546530.58310352,79056674.79629134,74227724.83345942,71810521.08488181,69677633.15333636
AITECH-USD,2024-03-10,71810521.08488181,69677633.15333636,74417439.86581817,79425549.42966418,75523865.1554069,79066565.73183855,85413056.18910846,71810521.08488181,69677633.15333636,74417439.86581817,79425549.42966418,75523865.1554069,79066565.73183855
AITECH-USD,2024-08-20,41843056.98214804,44230256.3047198,44632381.319230534,45936891.96377861,45561139.94928287,46145033.81404396,48053777.11939271,41843056.98214804,44230256.3047198,44632381.319230534,45936891.96377861,45561139.94928287,46145033.81404396
AITECH-USD,2024-09-21,50249464.67557989,54965580.28856464,58170070.95165662,55883132.86375503,53606662.387959056,56149001.10574126,56840372.446984045,50249464.67557989,54965580.28856464,58170070.95165662,55883132.86375503,53606662.387959056,56149001.10574126
AITECH-USD,2024-11-21,40615691.1175186,39519726.35752036,37527211.9331242,36767845.82162678,39594424.93127646,43044066.216984436,48187196.36970553,40615691.1175186,39519726.35752036,37527211.9331242,36767845.82162678,39594424.93127646,43044066.216984436
AITECH-USD,2024-11-26,43044066.216984436,48187196.36970553,49603130.40504083,50158692.82713886,47762992.364478454,47530041.02202575,49884247.70615925,43044066.216984436,48187196.36970553,49603130.40504083,50158692.82713886,47762992.364478454,47530041.02202575
AITECH-USD,2025-04-22,198710950.269181,194256045.26628786,199148047.615283,216695021.50480348,229534442.5785246,240984411.69350103,270906954.88330555,198710950.269181,194256045.26628786,199148047.615283,216695021.50480348,229534442.5785246,240984411.69350103
AITECH-USD,2025-05-06,321730288.2967576,317084625.7946253,319193657.441591,314854621.2640461,312348634.0991097,320067201.2167351,322384904.16855276,321730288.2967576,317084625.7946253,319193657.441591,314854621.2640461,312348634.0991097,320067201.2167351
AKT-USD,2020-11-29,1531997.2677903136,1614457.0029765535,1671211.8649558085,1660010.5076619545,1726414.4183636662,1793238.778783434,1838144.0660174366,1531997.2677903136,1614457.0029765535,1671211.8649558085,1660010.5076619545,1726414.4183636662,1793238.778783434
AKT-USD,2021-01-12,1063002.5251392196,1026150.8190110436,1041913.8813769678,1086249.154613821,1114097.3657859846,1371726.391032174,1353580.6002759635,1063002.5251392196,1026150.8190110436,1041913.8813769678,1086249.154613821,1114097.3657859846,1371726.391032174
AKT-USD,2021-01-16,1114097.3657859846,1371726.391032174,1353580.6002759635,1246666.4220439442,1176614.911627075,1249366.3435867815,1362580.5056791503,1114097.3657859846,1371726.391032174,1353580.6002759635,1246666.4220439442,1176614.911627075,1249366.3435867815
AKT-USD,2021-02-02,818481.2043573584,730456.0839888045,698374.4937301433,698092.3502696665,729225.6511820768,700197.3237623611,908091.9100103991,818481.2043573584,730456.0839888045,698374.4937301433,698092.3502696665,729225.6511820768,700197.3237623611
AKT-USD,2021-02-06,729225.6511820768,700197.3237623611,908091.9100103991,933559.3289556562,931250.5028777125,1006321.5031527648,1115014.2488374528,729225.6511820768,700197.3237623611,908091.9100103991,933559.3289556562,931250.5028777125,1006321.5031527648
AKT-USD,2021-02-18,884883.2615657763,810511.7225528962,873976.9596370417,808262.1163805549,837910.6648631801,885845.6960909411,889790.1924031947,884883.2615657763,810511.7225528962,873976.9596370417,808262.1163805549,837910.6648631801,885845.6960909411
AKT-USD,2021-02-22,837910.6648631801,885845.6960909411,889790.1924031947,869829.544793835,885144.6445295158,884471.5005397222,904208.8038499041,837910.6648631801,885845.6960909411,889790.1924031947,869829.544793835,885144.6445295158,884471.5005397222
AKT-USD,2021-04-03,424510.9306193887,463508.8455574204,486028.1096139662,511127.6063088721,533437.2025405368,620977.2430755919,730141.3527482325,424510.9306193887,463508.8455574204,486028.1096139662,511127.6063088721,533437.2025405368,620977.2430755919
AKT-USD,2021-06-21,449338.08812872274,449394.7739674357,457677.71533895377,497438.82955435687,520119.5689893099,501845.572188027,550330.7359957624,449338.08812872274,449394.7739674357,457677.71533895377,497438.82955435687,520119.5689893099,501845.572188027
AKT-USD,2021-09-07,539199.4350520112,483529.55910506967,452748.0903219502,548299.0044045218,514170.36452150956,578911.4114070036,630047.4934431111,539199.4350520112,483529.55910506967,452748.0903219502,548299.0044045218,514170.36452150956,578911.4114070036
AKT-USD,2022-11-02,3131454.5556810177,3086364.8091596114,3040106.0554204183,3060142.1442443444,3139505.144545366,3406663.099771968,3407600.484995879,3131454.5556810177,3086364.8091596114,3040106.0554204183,3060142.1442443444,3139505.144545366,3406663.099771968
AKT-USD,2022-11-21,3691997.1967262155,3630924.303701678,3536738.4417033945,3761822.59723116,4333951.993959866,4008885.898712691,3886333.3489280604,3691997.1967262155,3630924.303701678,3536738.4417033945,3761822.59723116,4333951.993959866,4008885.898712691
